Registration Number,Predicted GPA By Model,Subjects,Required Grades,Required Term-End Marks
23BCE10418,5.04309119313936,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[71.5, 93.5, 95.5, 61.5, 71.5]"
23BCE10419,5.074297136166449,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'S']","[99.33, 92.67, 66.67, 84.0, 87.33]"
23BCE10420,6.917859297139573,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[71.33, 74.0, 86.67, 92.67, 88.67]"
23BCE10421,8.69118821052961,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[91.5, 66.83, 84.83, 75.5, 75.5]"
23BCE10422,7.5977602085719536,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[58.5, 73.17, 93.17, 54.5, 80.5]"
23BCE10423,5.228742545759237,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[69.67, 98.33, 88.33, 81.0, 78.33]"
23BCE10424,8.045809662994015,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'B']","[82.33, 57.67, 85.67, 80.33, 77.0]"
23BCE10425,7.358449206022263,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[75.33, 74.0, 80.0, 85.33, 84.0]"
23BCE10426,8.18824333137748,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[94.5, 58.5, 93.17, 88.5, 82.5]"
23BCE10427,6.26977092352272,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[71.0, 95.0, 73.0, 87.0, 92.33]"
23BCE10428,7.261009845743983,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'B']","[93.17, 66.5, 80.5, 84.5, 75.83]"
23BCE10429,6.890398140334038,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'S', 'A']","[75.0, 71.67, 93.0, 96.33, 85.67]"
23BCE10430,5.450183301199507,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[73.5, 90.83, 54.83, 76.83, 72.83]"
23BCE10431,7.679067098977574,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'A']","[91.83, 98.5, 81.17, 68.5, 68.5]"
23BCE10432,7.016007822206786,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[80.5, 99.83, 91.17, 71.17, 89.83]"
23BCE10433,7.318721334569247,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'B']","[85.67, 87.0, 93.0, 83.0, 78.33]"
23BCE10434,6.000369445838635,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'B', 'A']","[74.5, 79.17, 89.83, 87.83, 94.5]"
23BCE10435,7.467433457670382,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'S', 'A']","[82.33, 83.0, 90.33, 91.67, 77.0]"
23BCE10436,6.703363136990215,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'B']","[80.33, 83.67, 92.33, 53.67, 91.0]"
23BCE10437,5.434616257859551,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[81.33, 59.33, 95.33, 93.33, 92.0]"
23BCE10438,6.807169918284616,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[95.33, 93.33, 71.33, 86.0, 57.33]"
23BCE10439,7.186771544254818,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[93.33, 61.33, 67.33, 96.0, 82.67]"
23BCE10440,5.7802304153669315,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'B']","[83.0, 91.67, 73.67, 95.67, 81.0]"
23BCE10441,6.863362475992112,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[78.17, 79.5, 92.17, 92.17, 93.5]"
23BCE10442,6.518591677733046,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'S', 'A']","[87.33, 80.67, 76.67, 96.67, 96.0]"
23BCE10443,7.311105284033792,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'S']","[78.33, 80.33, 66.33, 83.67, 77.0]"
23BCE10444,6.205201085172132,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'B']","[94.83, 79.5, 75.5, 78.17, 80.17]"
23BCE10445,5.149931511748953,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[75.67, 91.0, 79.67, 71.67, 79.67]"
23BCE10446,9.26508866177597,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[70.17, 68.17, 59.5, 80.17, 69.5]"
23BCE10447,7.323577982610524,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'A']","[78.33, 99.67, 77.0, 89.67, 55.0]"
23BCE10448,7.117174289479278,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[60.67, 82.0, 94.67, 79.33, 82.67]"
23BCE10449,7.200300516342821,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[66.5, 84.5, 91.17, 64.5, 70.5]"
23BCE10450,6.714874013645043,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'A']","[74.33, 93.67, 89.0, 85.0, 93.67]"
23BCE10451,8.156265128453024,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[77.33, 80.67, 70.0, 90.0, 76.67]"
23BCE10452,7.137036281005422,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'S', 'A']","[91.33, 75.33, 86.0, 75.33, 96.67]"
23BCE10453,5.773972383743547,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'A']","[76.83, 86.83, 91.5, 67.5, 59.5]"
23BCE10454,8.237644539793848,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[86.17, 54.17, 96.83, 79.5, 76.83]"
23BCE10455,5.934995841423112,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[84.0, 72.67, 82.67, 60.67, 96.67]"
23BCE10456,5.63278542306309,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'A']","[84.33, 65.0, 89.67, 99.67, 97.0]"
23BCE10457,6.223430244594305,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'A']","[71.0, 80.33, 83.67, 89.67, 85.0]"
23BCE10458,8.15738211765876,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'B']","[99.33, 98.0, 90.0, 98.0, 88.67]"
23BCE10459,6.48465927251265,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'S']","[74.33, 94.33, 77.0, 85.67, 92.33]"
23BCE10460,7.333244932132037,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[77.33, 78.0, 91.33, 88.0, 88.0]"
23BCE10461,8.275104914699412,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'S', 'A']","[78.83, 84.83, 68.17, 68.17, 81.5]"
23BCE10462,7.428114973476646,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[94.5, 81.83, 63.83, 96.5, 89.83]"
23BCE10463,6.504260483412503,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[85.67, 77.0, 92.33, 86.33, 97.0]"
23BCE10464,7.5387813363816045,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'B', 'A']","[98.33, 78.33, 57.67, 75.0, 63.67]"
23BCE10465,5.012203329928943,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'B']","[96.5, 75.83, 68.5, 78.5, 91.83]"
23BCE10466,7.054272736134243,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'A']","[95.33, 82.67, 82.0, 73.33, 84.67]"
23BCE10467,6.429636778673873,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[94.5, 79.17, 99.83, 85.17, 79.83]"
23BCE10468,7.754689192583795,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'S']","[87.17, 81.17, 78.5, 80.5, 83.17]"
23BCE10469,4.440334161290174,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'A', 'A']","[76.5, 90.5, 86.5, 69.17, 97.17]"
23BCE10470,7.104518445089501,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[82.5, 82.5, 82.5, 62.5, 89.17]"
23BCE10471,6.845987904729424,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'A']","[77.17, 99.17, 77.83, 81.83, 56.5]"
23BCE10472,6.583532321739365,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[64.17, 98.17, 64.17, 56.17, 84.83]"
23BCE10473,7.023631378183111,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[78.67, 81.33, 73.33, 67.33, 74.0]"
23BCE10474,5.2744501172505185,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[99.5, 74.17, 75.5, 77.5, 84.83]"
23BCE10475,8.430804568421259,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[72.0, 53.33, 59.33, 74.0, 94.0]"
23BCE10476,8.125499773178973,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[71.17, 66.5, 72.5, 79.17, 89.17]"
23BCE10477,7.577757033086751,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[92.17, 57.5, 84.83, 71.5, 55.5]"
23BCE10478,5.812529137434836,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[81.0, 89.67, 63.67, 91.67, 81.67]"
23BCE10479,7.172821026492078,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[74.5, 98.5, 75.83, 54.5, 62.5]"
23BCE10480,5.176904304783761,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[77.17, 59.83, 75.83, 83.83, 57.83]"
23BCE10481,6.191364049982407,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'A']","[75.17, 81.83, 98.5, 59.83, 99.83]"
23BCE10482,7.64726693768133,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'S']","[81.67, 87.67, 74.33, 76.33, 83.67]"
23BCE10483,5.694105882870371,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'B', 'A']","[74.67, 94.0, 94.0, 80.67, 81.33]"
23BCE10484,6.954009103715006,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[78.33, 75.67, 84.33, 89.0, 68.33]"
23BCE10485,7.564018141023247,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'B']","[94.33, 77.0, 94.33, 71.0, 89.67]"
23BCE10486,6.478997076789745,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[90.0, 80.0, 80.0, 95.33, 77.33]"
23BCE10487,7.238298893633478,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'A', 'S']","[74.83, 76.17, 76.17, 61.5, 98.17]"
23BCE10488,7.234604646334013,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'S']","[84.0, 58.67, 68.67, 93.33, 79.33]"
23BCE10489,6.261906258193776,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'B']","[79.17, 76.5, 80.5, 83.17, 76.5]"
23BCE10490,6.98459607666876,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[69.83, 89.17, 63.83, 82.5, 69.83]"
23BCE10491,6.8529999556105965,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'S']","[79.33, 80.67, 92.0, 87.33, 96.0]"
23BCE10492,6.594628701817097,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[95.5, 92.17, 92.83, 92.83, 72.83]"
23BCE10493,7.736271457401178,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'B']","[83.5, 92.17, 80.17, 85.5, 76.83]"
23BCE10494,7.43549892016784,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'S']","[95.33, 78.0, 83.33, 74.67, 92.0]"
23BCE10495,6.479703502881761,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'A', 'A']","[84.5, 67.83, 81.83, 83.17, 71.17]"
23BCE10496,5.89048729249384,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'A']","[67.5, 76.83, 84.83, 83.5, 63.5]"
23BCE10497,7.289263224069762,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[90.67, 83.33, 95.33, 96.67, 92.67]"
23BCE10498,7.829938054805221,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'B']","[89.83, 57.83, 83.17, 78.5, 87.17]"
23BCE10499,7.037245129720661,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[73.33, 60.67, 73.33, 96.67, 90.67]"
23BCE10500,6.75342002417348,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[92.0, 65.33, 75.33, 74.0, 91.33]"
23BCE10501,6.011859774629649,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[95.67, 57.67, 93.67, 79.67, 53.67]"
23BCE10502,5.243683210632718,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[92.67, 89.33, 99.33, 59.33, 55.33]"
23BCE10503,7.0538752821814255,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'A']","[96.5, 61.83, 92.5, 87.17, 71.83]"
23BCE10504,6.893825166301002,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[53.67, 87.67, 55.67, 61.67, 95.67]"
23BCE10505,5.659857345497202,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[97.33, 57.33, 75.33, 63.33, 53.33]"
23BCE10506,6.6543688875997065,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[83.83, 97.83, 87.17, 71.83, 69.83]"
23BCE10507,6.520978584119536,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[84.0, 60.0, 98.67, 54.0, 58.0]"
23BCE10508,7.327828321377019,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'B']","[54.83, 90.83, 68.83, 80.17, 88.17]"
23BCE10509,4.8125877307235125,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'S']","[98.5, 74.5, 75.17, 77.17, 80.5]"
23BCE10510,7.24464049267035,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'S']","[95.67, 63.0, 97.67, 84.33, 75.67]"
23BCE10511,3.879645617619613,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'A', 'B']","[73.83, 91.17, 73.83, 98.5, 77.83]"
23BCE10512,5.703688515553287,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[83.33, 82.0, 78.0, 72.67, 85.33]"
23BCE10513,7.622328503008781,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'B']","[76.5, 87.83, 75.17, 72.5, 79.17]"
23BCE10514,7.11509141398649,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'B']","[75.0, 95.0, 80.33, 56.33, 81.67]"
23BCE10515,6.304614705923551,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[88.83, 90.17, 84.83, 77.5, 68.83]"
23BCE10516,8.086735168562923,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[77.5, 85.5, 75.5, 74.17, 89.5]"
23BCE10517,6.361709476893355,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'S']","[85.17, 78.5, 84.5, 73.17, 85.83]"
23BCE10518,6.835172747808318,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'A']","[74.5, 63.83, 77.17, 84.5, 85.83]"
23BCE10519,8.365257476978185,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'S']","[73.33, 82.67, 69.33, 62.67, 91.33]"
23BCE10520,6.530738499459392,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'S', 'A']","[75.0, 81.67, 92.33, 86.33, 75.67]"
23BCE10521,7.244508329579938,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'B']","[67.83, 77.83, 77.17, 71.17, 80.5]"
23BCE10522,7.81763839750222,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'S']","[66.5, 75.83, 81.17, 85.17, 95.17]"
23BCE10523,7.898822651572221,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'S', 'S']","[88.17, 94.17, 88.83, 96.17, 72.17]"
23BCE10524,9.232995288138603,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'S']","[75.33, 95.33, 93.33, 60.67, 99.33]"
23BCE10525,6.591009921744906,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'B']","[69.67, 79.0, 77.0, 77.67, 85.0]"
23BCE10526,8.740834725275782,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'S', 'A']","[75.5, 81.5, 91.5, 99.5, 56.83]"
23BCE10527,7.516385122378527,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[76.33, 74.33, 78.33, 83.67, 57.67]"
23BCE10528,7.580330887570343,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'S']","[70.5, 99.83, 83.17, 93.83, 94.5]"
23BCE10529,4.8220576460806495,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'S']","[81.17, 87.17, 77.17, 80.5, 89.83]"
23BCE10530,7.907684419038996,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'S']","[80.17, 84.17, 78.83, 76.83, 76.17]"
23BCE10531,6.307432904604568,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[82.17, 82.83, 76.83, 73.5, 80.83]"
23BCE10532,6.043264604156121,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[81.67, 67.67, 67.67, 81.0, 73.67]"
23BCE10533,6.45785921852654,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'S', 'B']","[74.83, 84.83, 95.5, 92.17, 86.83]"
23BCE10534,7.165034470903461,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'B']","[90.33, 78.33, 71.0, 95.0, 76.33]"
23BCE10535,6.296731112862488,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'A']","[94.67, 82.0, 89.33, 72.67, 72.67]"
23BCE10536,8.281020191789022,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[90.0, 78.0, 78.67, 99.33, 59.33]"
23BCE10537,7.537308035913626,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[89.0, 72.33, 66.33, 60.33, 90.33]"
23BCE10538,6.236098097448305,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'S', 'A']","[90.17, 78.17, 86.83, 71.5, 94.83]"
23BCE10539,5.6490274301167425,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[84.83, 78.83, 95.5, 96.83, 81.5]"
23BCE10540,6.520216972250038,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[88.5, 79.17, 73.17, 77.17, 57.17]"
23BCE10541,6.870836480090727,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'B']","[86.5, 92.5, 83.83, 87.83, 89.83]"
23BCE10542,7.516956663160907,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[69.67, 61.67, 92.33, 81.67, 71.67]"
23BCE10543,7.666852432737224,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[79.17, 63.17, 97.17, 81.83, 83.17]"
23BCE10544,8.03422458699438,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[71.5, 88.17, 84.83, 78.17, 86.83]"
23BCE10545,7.392205412251234,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[67.0, 92.33, 77.0, 77.0, 67.0]"
23BCE10546,8.26453012515169,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[86.67, 93.33, 86.67, 70.67, 95.33]"
23BCE10547,7.1577958565193605,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'A']","[55.67, 87.67, 85.0, 98.33, 83.67]"
23BCE10548,8.23110331795468,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[82.33, 74.33, 53.67, 57.67, 71.67]"
23BCE10549,7.833292857124073,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[77.83, 90.5, 67.83, 55.83, 79.17]"
23BCE10550,8.126337068764766,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[60.33, 71.0, 68.33, 90.33, 95.0]"
23BCE10551,6.072782275171194,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'S']","[76.5, 95.83, 84.5, 76.5, 80.5]"
23BCE10552,5.689629340915743,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'S']","[97.0, 86.33, 88.33, 93.67, 91.67]"
23BCE10553,5.499102602411474,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'B']","[57.0, 69.0, 86.33, 92.33, 84.33]"
23BCE10554,7.138196792892758,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'B', 'B']","[87.67, 73.0, 96.33, 73.67, 75.67]"
23BCE10555,6.197618700575571,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'S', 'A']","[90.33, 91.67, 77.0, 84.33, 61.67]"
23BCE10556,8.485294379829668,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[63.67, 71.67, 77.67, 53.67, 77.67]"
23BCE10557,7.478321779943282,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'B']","[74.17, 59.5, 99.5, 82.83, 82.83]"
23BCE10558,6.272776352718168,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[90.83, 61.5, 77.5, 95.5, 90.17]"
23BCE10559,6.096623476189405,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[70.83, 66.83, 73.5, 66.83, 78.83]"
23BCE10560,6.530007595874999,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'S']","[58.83, 90.83, 91.5, 89.5, 95.5]"
23BCE10561,7.128964670965908,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[96.5, 93.17, 99.83, 85.17, 53.83]"
23BCE10562,7.640657311558327,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'S']","[94.33, 85.0, 81.67, 78.33, 80.33]"
23BCE10563,6.892448348775828,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'S']","[84.17, 95.5, 76.83, 84.83, 92.17]"
23BCE10564,7.152152052203509,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[57.17, 61.17, 65.17, 93.83, 65.17]"
23BCE10565,8.112291233798086,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'A']","[81.67, 82.33, 85.67, 79.67, 63.0]"
23BCE10566,6.797223591671416,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'B']","[87.17, 85.83, 91.83, 71.83, 87.17]"
23BCE10567,7.366589202308952,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[89.17, 83.17, 95.83, 79.17, 59.17]"
